IMPORTANTE,cod_universidad,des_universidad,curso_academico,cod_campus,des_campus,cod_centro,des_centro,des_naturaleza_centro,des_tipo_estudio,cod_titulacion,des_titulacion,cod_comunidad_centro_sec,des_comunidad_centro_sec,cod_provincia_centro_sec,des_provincia_centro_sec,cod_municipio_centro_sec,des_municipio_centro_sec,lat_municipio_centro_sec,lon_municipio_centro_sec,cod_naturaleza_centro_sec,des_naturaleza_centro_sec,nota_admision,cod_pais_fin_estudio_acceso,des_pais_fin_estudio_acceso,lat_pais_fin_estudio_acceso,lon_pais_fin_estudio_acceso,cod_continente_fin_estudio_acceso,des_continente_fin_estudio_acceso,cod_agregacion_paises_fin_estudio_acceso,des_agregacion_paises_fin_estudio_acceso,des_estudio_acceso,des_especialidad_acceso,des_tipo_especialidad_acceso,des_ocupacion_estudiante,anio_fin_estudio_acceso,des_forma_admision,ind_accede_al_SUE_por_1a_vez,anio_acceso_SUE,ind_se_matricula_en_primero,ind_curso_adaptacion,anio_nacimiento,cod_pais_nacionalidad,des_pais_nacionalidad,lat_pais_nacionalidad,lon_pais_nacionalidad,cod_continente_nacionalidad,des_continente_nacionalidad,cod_agregacion_paises_nacionalidad,des_agregacion_paises_nacionalidad,cod_pais_residencia,des_pais_residencia,lat_pais_residencia,lon_pais_residencia,cod_continente_residencia,des_continente_residencia,cod_agregacion_paises_residencia,des_agregacion_paises_residencia,des_dedicacion,des_genero,des_familia_numerosa,des_nivel_estudios_madre,des_ocupacion_madre,des_nivel_estudios_padre,des_ocupacion_padre
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.438,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,,,Estudios-Superiores,Ocupaciones-militares
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,11.42,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2001,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.025,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.794,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,,,,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.182,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,1999,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Primarios,Trabajadores-de-los-servicios-de-restauracion-personales-proteccion-y-vendedores-de-los-comercios
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.903,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Secundarios,Trabajadores-no-cualificados
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.839,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,840,Estados-Unidos-de-America,37.09024,-95.712891,019,Americas,021,America-septentrional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.943,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Superiores,Tecnicos-y-profesionales-de-apoyo,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.168,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,11.791,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,826,Reino-Unido-de-Gran-Bretania-e-Irlanda-del-Norte,55.378051,-3.435973,150,Europa,154,Europa-septentrional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.346,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.897,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Amos-de-casa,Estudios-Secundarios,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.656,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Superiores,Otra-situacion-Rentistas,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.506,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.275,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.096,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Secundarios,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.864,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,11.981,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.065,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Primarios,Parado,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.111,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.467,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,11.916,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Secundarios,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.449,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.94,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.534,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.186,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,13.68,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,No,,,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03601,Leganes,28042292,Escuela-Politecnica-Superior-Leganes,Publico,Grado,2502457,GRADO-EN-INGENIERIA-EN-TECNOLOGIAS-INDUSTRIALES,,,,,,,,,,,12.998,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Hombre,Familia-numerosa-general,Estudios-Primarios,Amos-de-casa,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
